Path,Verified,Publisher,Company,Description,Product,MD5,SHA256,group_count
c:\windows\system32\auditcse.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows Audit Settings CSE,Microsoft® Windows® Operating System,622C9B84DF69432C7D5ADFB22427AB49,80B3845E9D50D91211DC4B01D70706BFDB50749702DE19986E05609B7CC166A8,2
c:\windows\system32\auditpol.exe,Signed,Microsoft Windows,Microsoft Corporation,Audit Policy Program,Microsoft® Windows® Operating System,F100E3F2E6B0BF6068176DD6D081E53E,79B85920EF816A9C2C064996A24617CCB9C2069B264FF4823438DEB111675B77,2
c:\windows\system32\auditpolmsg.dll,Signed,Microsoft Windows,Microsoft Corporation,Audit Policy MMC SnapIn Messages,Microsoft® Windows® Operating System,4A76B0DC75BD505BCF53A6F9145215A3,E919DC34AFB3FE0AE8FCB5356E26B2A500EF2327DECBDA745477F7DBE17833E0,2
c:\windows\system32\authfwcfg.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows Firewall with Advanced Security Configuration Helper,Microsoft® Windows® Operating System,55F1C5EFF3D81EE93B0691FFC610BCF2,CBAB1BD8CAEBA0086CEDA124E42BEF1ADB807310A2126938138980EA04F2B54A,2
c:\windows\system32\authui.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows Authentication UI,Microsoft® Windows® Operating System,06C51F415166567482CEAB53A922AE3F,55CCE5B00CE0A3C8554E58BB78F876FF9471679ED26F468170384D539ECD9F39,2
c:\windows\system32\authz.dll,Signed,Microsoft Windows,Microsoft Corporation,Authorization Framework,Microsoft® Windows® Operating System,7FBEBD2229EA5FD48D41B199EC2D541C,A465975D445A8D50CAF3EF29BD33354B320D11173C127BE30D5EBBFF7008CDCE,2
c:\windows\system32\autochk.exe,Signed,Microsoft Windows,Microsoft Corporation,Auto Check Utility,Microsoft® Windows® Operating System,3B536A8BEC3B4F23FFDFD78B11A2AB93,7BC847CE6C2D29C334F0D1600BBBDE3933FF45F6BEE5186F442E6270A3F9EC4E,2
c:\windows\system32\autoconv.exe,Signed,Microsoft Windows,Microsoft Corporation,Auto File System Conversion Utility,Microsoft® Windows® Operating System,C3F3509C9127B1EFF9012CBC152ADF56,00AD31679FDF407686DF690ACC96C8E6CD671FF775734ECEB7FE271CA2126041,2
c:\windows\system32\autofmt.exe,Signed,Microsoft Windows,Microsoft Corporation,Auto File System Format Utility,Microsoft® Windows® Operating System,04FAFCAF36632E03B6BFC48275178349,C45EE812712C7484D3869811AF63D6E78EF885054FE702662104BDE5635D8A73,2
c:\windows\system32\autoplay.dll,Signed,Microsoft Windows,Microsoft Corporation,AutoPlay Control Panel,Microsoft® Windows® Operating System,1FB6588DDF991124D49475C99BBC9C5B,08640534773AE55C00C215F1F15209895F44AB4F62CE00D43707443AC2543725,2
c:\windows\system32\avicap32.dll,Signed,Microsoft Windows,Microsoft Corporation,AVI Capture window class,Microsoft® Windows® Operating System,4291F08D18E0EA6F51F883280F9C5C53,46EC07E1507A43BD0F31C70A5C6B5956251E019EBCE8D1A180347B4B713CDDAA,2
c:\windows\system32\avifil32.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft AVI File support library,Microsoft® Windows® Operating System,8C79A6DEB28FB35DB6EF1B616F8D15B8,6B42EBA231528EE67F01BE0BC84B2E1C33F124FDC38181B0438B0602F648AE1E,2
c:\windows\system32\avrt.dll,Signed,Microsoft Windows,Microsoft Corporation,Multimedia Realtime Runtime,Microsoft® Windows® Operating System,78A1E65207484B7F8D3217507745F47C,35F413ADB9D157F3666DD15DD58104D629CD9143198A1AB914B73A4A3C9903DD,2
c:\windows\system32\azroles.dll,Signed,Microsoft Windows,Microsoft Corporation,azroles Module,Microsoft® Windows® Operating System,0ADD464D92D6189A7697C0C5BBEE1909,48CB03926C45DB23C8016274DD078240BB2F85F52DED971653663FEC4239D3A1,2
c:\windows\system32\azroleui.dll,Signed,Microsoft Windows,Microsoft Corporation,Authorization Manager,Microsoft® Windows® Operating System,DD48B7D93771674F330763613AA7C095,0DBC8FA6E519FDBDCF5D6CD05CC4CD05824A1CC11A31B1D19095C5521C785B17,2
c:\windows\system32\basecsp.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Base Smart Card Crypto Provider,Microsoft® Windows® Operating System,5B12DFB01574840526AD244E24BCE692,4731B21BF8DBA4DE262AB45ECE25579BD4FA2A91842965CCBB35A37828D7CE49,2
c:\windows\system32\basesrv.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows NT BASE API Server DLL,Microsoft® Windows® Operating System,168EA9CD9BD6056BB6F60B57D5304BBE,5A2F98754F042A7D80E7483842967EB362F01D57CE9720B24C7EDAA047F24C6F,2
c:\windows\system32\batmeter.dll,Signed,Microsoft Windows,Microsoft Corporation,Battery Meter Helper DLL,Microsoft® Windows® Operating System,F832EEEA97CDDA1AF577E721F652A0D1,EBBB7CA199BA4DF231123922BD310D43DE0104C6185B70FE0281B938D5336F2E,2
c:\windows\system32\batt.dll,Signed,Microsoft Windows,Microsoft Corporation,Battery Class Installer,Microsoft® Windows® Operating System,E8C2C855AADAEEA8CBB879246BFA7B9E,698AA48BAE2CD4EF362AB52135149F782FEB1F94B114F4DA046411A7B300D6D9,2
c:\windows\system32\bcdboot.exe,Signed,Microsoft Windows,Microsoft Corporation,Bcdboot utility,Microsoft® Windows® Operating System,3A66846F45BE2E46F7EA16B2F7D2EF34,8AD4AF58E9E7CE07C6B8B693121197B9B9C85219313E566A3A3B8C52C53894E7,2
c:\windows\system32\bcdedit.exe,Signed,Microsoft Windows,Microsoft Corporation,Boot Configuration Data Editor,Microsoft® Windows® Operating System,67A57A47EB806E1064A81A9B2291BD7A,29DBFDE0AB20F31DE72B8A9B50F9843AE7CAFB62933F4F306E7168D4ACF33947,2
c:\windows\system32\bcdprov.dll,Signed,Microsoft Windows,Microsoft Corporation,Boot Configuration Data WMI Provider,Microsoft® Windows® Operating System,64CED28B03E3FEBE45F333BBDFDF65AC,5F1BB0BCF3E25EE87566CD7DE2B3A6682FC536DD0C352776B2C730C4A65E0D6A,2
c:\windows\system32\bcdsrv.dll,Signed,Microsoft Windows,Microsoft Corporation,Boot Configuration Data COM Server,Microsoft® Windows® Operating System,A6585E85184E3E6B45AE833536CAA282,2A3CDC06FB0B16AF33100295D858287E2426297F4EC293DD1C82B31F2BD7B913,2
c:\windows\system32\bcrypt.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows Cryptographic Primitives Library (Wow64),Microsoft® Windows® Operating System,F28405B3C430B7F72211720599FE0930,F2814C390D0858EC15D078881C6ED615924B48E214C81605CB77C31E2EA79FD6,2
c:\windows\system32\bcryptprimitives.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows Cryptographic Primitives Library,Microsoft® Windows® Operating System,CDA14CCE4D7495BB2FC4D7D664C4FD93,715977E616E206724F91660EF5BD0C4F2C6D66E3891F03C28A864419102CE5B6,2
c:\windows\system32\bdaplgin.ax,Signed,Microsoft Windows,Microsoft Corporation,Microsoft BDA Device Control Plug-in for MPEG2 based networks.,Microsoft® Windows® Operating System,F4D02C00661F4A66FFC479A46620EC63,318AF8B12C058E37CBD2DAC1326440874735A4A125D446D9A11797F81004AB18,2
c:\windows\system32\bderepair.dll,Signed,Microsoft Windows,Microsoft Corporation,BitLocker Drive Encryption: Drive Repair Tool,Microsoft® Windows® Operating System,797496B430129358EC0B1F7FA5B10CEF,E2951F002D5D4C66EA49DF1BA2A7ABF86B798C206597C7F10A3E802B76487E08,2
c:\windows\system32\bdesvc.dll,Signed,Microsoft Windows,Microsoft Corporation,BDE Service,Microsoft® Windows® Operating System,FDE360167101B4E45A96F939F388AEB0,8D1457E866BBD645C4B9710DFBFF93405CC1193BF9AE42326F2382500B713B82,2
c:\windows\system32\bdeui.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows BitLocker Drive Encryption User Interface,Microsoft® Windows® Operating System,0A3DE1B5C14ADD5E9667B78704305F31,79F9604D6ADDD725AE6F1F784CC7D96966C468C1633224890D980787FD2EC0A6,2
c:\windows\system32\bg-BG\comctl32.dll.mui,Signed,Microsoft Windows,Microsoft Corporation,?????????? ? ???? ????????,??????????? ??????? Microsoft® Windows®,E7DC62C8D64E9CB3BE85C51D414AEB9C,51A38CB96E8DAAEBD59B6B096FA191DC16CD7D4CC6958C1A9306499226E22CB6,2
c:\windows\system32\bg-BG\comdlg32.dll.mui,Signed,Microsoft Windows,Microsoft Corporation,DLL ?? ??????????? ???????? ?? ???? ????????,??????????? ??????? Microsoft® Windows®,B8DF31F958E4F22E4E20111A6D16D628,D3458B7B3299B336C568BA252A9CC10FFDF18C069D4E41D688BC231AE3E669C0,2
c:\windows\system32\bg-BG\fms.dll.mui,Signed,Microsoft Windows,Windows (R) Codename Longhorn DDK provider,?????? ?? ?????????? ?? ????????,?????? ?? ?????????? ?? ???????? ?? Microsoft(R),63A45D7612898C995545C737940D067E,A694D9F0C87DCB62C17BB3F2E201C4D71954F7F7C4A541D183F4240E71CD3D9F,2
c:\windows\system32\bg-BG\mlang.dll.mui,Signed,Microsoft Windows,Microsoft Corporation,DLL ?? ????????? ?? ?????????????,??????????? ??????? Microsoft® Windows®,E00EBFCF6499AEE7AA0ED46EF9D89422,683AD4D78AC04A971EDDFB3F617F320C9A2DD2942EFEDB303945A26F54094C37,2
c:\windows\system32\bg-BG\msimsg.dll.mui,Signed,Microsoft Windows,Microsoft Corporation,????????? ?? Windows® Installer ?? ????? ?????,Windows Installer - Unicode,1DEECE2E39CA49F1FCB43E3DA9F8961E,E73C70329A5DBA959D77DBFD3BA42903F72DBF0457E1D53E2460E59176E72087,2
c:\windows\system32\bidispl.dll,Signed,Microsoft Windows,Microsoft Corporation,Bidispl DLL,Microsoft® Windows® Operating System,9FA56171C452530E2F51E3238B52140B,354CC4439429FEB625A7D786E6DBBFAD48D93094516CD2EAC426781692D46E1E,2
c:\windows\system32\biocpl.dll,Signed,Microsoft Windows,Microsoft Corporation,Biometrics Control Panel,Microsoft® Windows® Operating System,20FACCF61372C1C6BBAAA5CE413875EA,9E2D2B199AE8048FBFCE693C1C02EDC02D8F94028927FC8FB1832A2481D3731A,2
c:\windows\system32\bitsadmin.exe,Signed,Microsoft Windows,Microsoft Corporation,BITS administration utility,Microsoft® Windows® Operating System,DC81872E3E6BCA39B322A7FA1A044040,2990813E869A0A5C7706938A8136BCA09046623A8225B24B54F76AC4126EFBB0,2
c:\windows\system32\bitsigd.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service IGD Support,Microsoft® Windows® Operating System,D9431DCF90B0253773F51FDEFE7FD42F,E53C40CC0EC603CF67305F0AA81389124CF6E709A22DABF13563CBAD15897422,2
c:\windows\system32\bitsperf.dll,Signed,Microsoft Windows,Microsoft Corporation,Perfmon Counter Access,Microsoft® Windows® Operating System,29409ED7400CA5BCCC30C0EE5147A60D,FCC41E4308A1648CE810105AACED08295C53E25178D6C40C9DF61E9397C579D6,2
c:\windows\system32\bitsprx2.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service Proxy,Microsoft® Windows® Operating System,DF2B70963BF48DC6ADF774894EF74C38,020581F3EA7996BE8EF0BFE9D0A4DDFDDF92D4378D66FA140F9B4BB1E9A531A5,2
c:\windows\system32\bitsprx3.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service 2.0 Proxy,Microsoft® Windows® Operating System,4927DF280CBD35B8C8C7B9FD80638643,5F4026909012694CBE65DD164154931A0FF1EE25ECAC62D43FA8E6A725AEABCF,2
c:\windows\system32\bitsprx4.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service 2.5 Proxy,Microsoft® Windows® Operating System,E8A99821C0B3C6BD65BCD11FFB15AD8B,5B87F020E22A1AB31D3B3578AEF7DC49C7C3C73C033627EFAC3A62BC726721CE,2
c:\windows\system32\bitsprx5.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service 3.0 Proxy,Microsoft® Windows® Operating System,A204A8659DA3C07F992C69CD972A288F,0E4DADDD3BE4D4A5AC4EC4FBB4D9F41241C1FB8E9F1EB8DC126B57767E9CC0FC,2
c:\windows\system32\bitsprx6.dll,Signed,Microsoft Windows,Microsoft Corporation,Background Intelligent Transfer Service 4.0 Proxy,Microsoft® Windows® Operating System,E723812F8AB80BEDC616ACFD8630272F,5EDF08794CA69C2050699ECF34BED76D7F5E7B58DAB6F84B0E4AC96DB861E1BA,2
c:\windows\system32\blackbox.dll,Signed,Microsoft Windows,Microsoft Corporation,BlackBox DLL,Microsoft® DRM,E66387379AA6EDB1B955A4CE90C07627,F10FE8F00D460087337B2E2E2DE79CF88D9E97DB1B4863D4AF2849BEAF6C34B2,2
c:\windows\system32\blb_ps.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft® Block Level Backup proxy/stub,Microsoft® Windows® Operating System,A5819E4A68612758D9E74EEB068B90E2,BE73E9213C1D5AEFB3E52C81BA41A10A9D6AEC6A59EB22F2721C22041AE2843F,2
c:\windows\system32\blbres.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft® Block Level Backup Engine Service Resources,Microsoft® Windows® Operating System,B1A2F28F05512534E6CE1102B5FC6819,1BEFB95418B8CDB834E7CBBEE3FFA0F51B8B4B3A788FD6DA1523DB5A6E066517,2
c:\windows\system32\bootcfg.exe,Signed,Microsoft Windows,Microsoft Corporation,BootCfg - Lists or changes the boot settings.,Microsoft® Windows® Operating System,17283DA522405CBD2AFC850510A194A6,58A86DFB1E726C715DC0B169FD6C96F9DE5B131FC481DA84D0E68644059B3FDC,2
c:\windows\system32\bootres.dll,Signed,Microsoft Windows,Microsoft Corporation,Boot Resource Library,Microsoft® Windows® Operating System,26653D1C26E9E2AA5DD596354BA9FAF3,9E6354416C1103FB94441EA347D20646B3788B2AFA03982F1C257975E4840C5C,2
c:\windows\system32\bootstr.dll,Signed,Microsoft Windows,Microsoft Corporation,Boot String Resource Library,Microsoft® Windows® Operating System,E998DE48FFBD5010064E82A7AF84FF05,55D18302797E42AF761960131B4DF71F6B9C116ABAEE2DDB6AB54DA5A32C4FDA,2
c:\windows\system32\brcoinst.dll,Signed,Microsoft Windows,Brother Industries Ltd.,Brother Multi Function CoInstaller,Microsoft® Windows® Operating System,F02F93D5AEC524052E4A37C1BB7CCF31,62AA0C49E6CD9B499E87C09FBA55D5146E58ED68DF4A5428855F50568BCA3528,2
c:\windows\system32\brdgcfg.dll,Signed,Microsoft Windows,Microsoft Corporation,NWLink IPX Notify Object,Microsoft® Windows® Operating System,D76EF4FED9065ED144F1EC743DEF323B,BD7A0324AC041139C520858C6BE34ACD19CAE63A9ED9A3619B1808A61CB8FCBF,2
c:\windows\system32\bridgeres.dll,Signed,Microsoft Windows,Microsoft Corporation,Bridge Resources,Microsoft® Windows® Operating System,41580DE7415A757F81917AD927947B37,C54164027E0E3CABE1A43FB11572BDDD39E13891D8B0BB91E0E864CF1D255590,2
c:\windows\system32\bridgeunattend.exe,Signed,Microsoft Windows,Microsoft Corporation,Bridge Unattend Utility,Microsoft® Windows® Operating System,DA54C9C2EB4D889C8DB67814B369EAC1,0ED4BBAEFD4ED00ECF8536A4FA657A4E68C5C7D64FCF52411EA29988FC15E4B2,2
c:\windows\system32\browcli.dll,Signed,Microsoft Windows,Microsoft Corporation,Browser Service Client DLL,Microsoft® Windows® Operating System,012787CEB35505EB78DF82E0A0072888,FE082EF9F8462589F8C8BEEFB1D10AB06E1E3D6F4494CABF34097328C109C03E,2
c:\windows\system32\browser.dll,Signed,Microsoft Windows,Microsoft Corporation,Computer Browser Service DLL,Microsoft® Windows® Operating System,05F5A0D14A2EE1D8255C2AA0E9E8E694,40011138869F5496A3E78D38C9900B466B6F3877526AC22952DCD528173F4645,2
c:\windows\system32\browseui.dll,Signed,Microsoft Windows,Microsoft Corporation,Shell Browser UI Library,Microsoft® Windows® Operating System,12597124DF5E54B932945D326F916C9A,DDE3B853B8DD791A717BAC5DD4174D267704835F79B468DB59097937F17B78C7,2
c:\windows\system32\bthci.dll,Signed,Microsoft Windows,Microsoft Corporation,Bluetooth Class Installer,Microsoft® Windows® Operating System,31DF8B79EF2B1985FFBB113D7A03B0AA,C6B526D22460E86BE0763524AF742606BC0108F7DC0AACE3FA7CCFECE3D45D78,2
c:\windows\system32\bthpanapi.dll,Signed,Microsoft Windows,Microsoft Corporation,bthpanapi,Microsoft® Windows® Operating System,D481EF5F7D1B10F19CAD42971D5AF3D5,70815213C983D3F585D2F50C4432EBCD4DD729EE8D33E8A72D443F233DD8D781,2
c:\windows\system32\bthprops.cpl,Signed,Microsoft Windows,Microsoft Corporation,Bluetooth Control Panel Applet,Microsoft® Windows® Operating System,F7A256EC899C72B4ECDD2C02CB592EFD,9C1AA9322E83CABB94AEA4375EAEB0C44700E1F33B8BE98649BA1DF4DDFAD326,2
c:\windows\system32\bthserv.dll,Signed,Microsoft Windows,Microsoft Corporation,Bluetooth Support Service,Microsoft® Windows® Operating System,95F9C2976059462CBBF227F7AAB10DE9,2797AE919FF7606B070FB039CECDB0707CD2131DCAC09C5DF14F443D881C9F34,2
c:\windows\system32\bthudtask.exe,Signed,Microsoft Windows,Microsoft Corporation,Bluetooth Uninstall Device Task,Microsoft® Windows® Operating System,036F1CF5992508B057E9A5EAB0E06724,5B72BEF773A9FCFAF16E5E0179CF0A08687EBB854C5F3D98B4DE62DD0BAC480C,2
c:\windows\system32\btpanui.dll,Signed,Microsoft Windows,Microsoft Corporation,Bluetooth PAN User Interface,Microsoft® Windows® Operating System,E560BA5436F608FD37401DFB0C7B9AB1,8F5DA9BF6A5914E5748836C15A7473351938E73DD6521D17B40AF6CE6ED8CC7E,2
c:\windows\system32\cabinet.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft® Cabinet File API,Microsoft® Windows® Operating System,FA43D418BC945D27D0625B697B8442B5,035DE0FEA440D2E3AD255EE84B388DDA538E778877033FDB54B8A61BB0AADE56,2
c:\windows\system32\cabview.dll,Signed,Microsoft Windows,Microsoft Corporation,Cabinet File Viewer Shell Extension,Microsoft® Windows® Operating System,DB55D6EA72B92C8F8268A5B795156433,F7B4C1922D8F8A7E40EEB2C2502AF646C1027ABEFDF9125694A789E80EFD7A0D,2
c:\windows\system32\cacls.exe,Signed,Microsoft Windows,Microsoft Corporation,Control ACLs Program,Microsoft® Windows® Operating System,FB24438F64BAF5198EE7648B51FD3AB0,69FC832A234847FFBC7691144F4ED21D28322BFEA13D15A98FEF79CF6B59A595,2
c:\windows\system32\calc.exe,Signed,Microsoft Windows,Microsoft Corporation,Windows Calculator,Microsoft® Windows® Operating System,10E4A1D2132CCB5C6759F038CDB6F3C9,C6A91CBA00BF87CDB064C49ADAAC82255CBEC6FDD48FD21F9B3B96ABF019916B,2
c:\windows\system32\capiprovider.dll,Signed,Microsoft Windows,Microsoft Corporation,capiprovider DLL,Microsoft® Windows® Operating System,4959DE74643CBC4B83E5BC99486A4FC9,69926B776AD4F997578C9F171623FE76FC24C0D6C15E10B1B8894829129A0A99,2
c:\windows\system32\capisp.dll,Signed,Microsoft Windows,Microsoft Corporation,Sysprep cleanup dll for CAPI,Microsoft® Windows® Operating System,A7D8A5179285D04E8E9B20777546FF23,D5950B4F9AF2CFAAF36AEDA508E7E13422F8513099108033F690DD74661E3854,2
c:\windows\system32\catsrv.dll,Signed,Microsoft Windows,Microsoft Corporation,COM+ Configuration Catalog Server,Microsoft® Windows® Operating System,4B841B69869FA1075479CF3D9A22B19B,0CAE7178D1E44ABEBA812CD4046BC2255AF7D75C2927C1AFFE7B1F541B2942C5,2
c:\windows\system32\catsrvps.dll,Signed,Microsoft Windows,Microsoft Corporation,COM+ Configuration Catalog Server Proxy/Stub,Microsoft® Windows® Operating System,11FD12A2893CB05FFBCF2882019D1B11,C6452B6A30976E9C16FCFC626E2F0ADD9DE1111CBF685548807655FFCBAE0F44,2
c:\windows\system32\catsrvut.dll,Signed,Microsoft Windows,Microsoft Corporation,COM+ Configuration Catalog Server Utilities,Microsoft® Windows® Operating System,85915F0BF5A7314A65B43602971ADFDC,254906578BDB9D71F2E054036D29EF7BB4D8B453EF7CA89F83DEF49C7A9044D5,2
c:\windows\system32\cca.dll,Signed,Microsoft Windows,Microsoft Corporation,CCA DirectShow Filter.,Microsoft® Windows® Operating System,BC4A4569F5E50EE9993E9DD9784C2FE3,81EE858F0B7C09FB9F348279FF9887D3FE705FEE6D3BC7793837828886D9B2FE,2
c:\windows\system32\cdd.dll,Signed,Microsoft Windows,Microsoft Corporation,Canonical Display Driver,Microsoft® Windows® Operating System,4B311B473F517E0DB1DE7A6472335F17,A3BE2BE0220F5D3020667D8BCA14401977EEF65DDAFC749DCBEB1C9C41332134,2
c:\windows\system32\cdosys.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft CDO for Windows Library,Microsoft® Windows® Operating System,0C1997D22C643A16FA56CE0FC5138163,CD73170E1AAEB447336CD69C3065FFCD4CE5938FCFBABCC4FA1B3C1B86DB8FEE,2
c:\windows\system32\centel.dll,Signed,Microsoft Windows,Microsoft Corporation,centel,Microsoft® Windows® Operating System,095202746AB78F3D8011695BF99C7C06,55C63DAF02927168E4D45A7575EB9763734BBC41986EF8761822A04B7AA83973,2
c:\windows\system32\cero.rs,Signed,Microsoft Windows,Microsoft,CERO Ratings System,CERO Ratings System,D0C01412FBF59C1C25630C49F0C1B803,B456C6FFD32E81BEC5E81E6B8EE1C6B76839FBA70278A65C523B2066FDE39660,2
c:\windows\system32\certCredProvider.dll,Signed,Microsoft Windows,Microsoft Corporation,Cert Credential Provider,Microsoft® Windows® Operating System,972C3301DB3DA91AE06A95F6B4160B1B,678B533A06C306295FE97DC26CE9BAFFC8EAF1FB7405ACB040719099717744D5,2
c:\windows\system32\certcli.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft® Active Directory Certificate Services Client,Microsoft® Windows® Operating System,FF4DDB6B12BADA862EAF07AB42EE236C,D43E8A6C436BC32004D09BA10CE55AD3063B45672C7AA0D1C4FA46236DB3E146,2
c:\windows\system32\certenc.dll,Signed,Microsoft Windows,Microsoft Corporation,Active Directory Certificate Services Encoding,Microsoft® Windows® Operating System,189B0BAE1B0EDD51CEF1CD3F4CDEE02E,E706527CDBD3EB58532AAFE4EC29D8128F6894FAFAFA375513F31885534C2C56,2
c:\windows\system32\certmgr.dll,Signed,Microsoft Windows,Microsoft Corporation,Certificates snap-in,Microsoft® Windows® Operating System,60EB9DB7A449FC083D2F02B0A0425104,668B068CA9C9DE818693DAF1651199A4A82F580DCB19BFD7A2FABA0DD47577B4,2
c:\windows\system32\certprop.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Smartcard Certificate Propagation Service,Microsoft® Windows® Operating System,F17D1D393BBC69C5322FBFAFACA28C7F,62A1A92B3C52ADFD0B808D7F69DD50238B5F202421F1786F7EAEAA63F274B3E8,2
c:\windows\system32\certreq.exe,Signed,Microsoft Windows,Microsoft Corporation,CertReq.exe,Microsoft® Windows® Operating System,B93DE844BF47EF8B512792C092542D71,C2AA5EE0ED68285254A49C858E41940D43EC6E46C8620518CF1669C166E68D88,2
c:\windows\system32\certutil.exe,Signed,Microsoft Windows,Microsoft Corporation,CertUtil.exe,Microsoft® Windows® Operating System,4586B77B18FA9A8518AF76CA8FD247D9,453EDE55C520FAF0EC802D27DB9CE496646400160B638D6E5CC546060B524A65,2
c:\windows\system32\cewmdm.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows CE WMDM Service Provider,Windows Media Device Manager,60696836CAD56F1B47059E1BA739787D,5802B4619879460E4CBD2CD3845635C05AD67CF12FE1EDA65BAA7C214BE3E0A1,2
c:\windows\system32\cfgbkend.dll,Signed,Microsoft Windows,Microsoft Corporation,Configuration Backend Interface,Microsoft® Windows® Operating System,2837668C8C607C8FB69112B4EC9C3810,4AE3170A6566EDAA0FE9398C4C998AC03D3F0A6C2188E84BA56BCD1B4C20E8C6,2
c:\windows\system32\cfgmgr32.dll,Signed,Microsoft Windows,Microsoft Corporation,Configuration Manager DLL,Microsoft® Windows® Operating System,2477A28081BDAEE622CF045ACF8EE124,00A09CAF9129E84FEEA98FA03CE9012C9F961B64FEE15C4F268822C0F82ACC3C,2
c:\windows\system32\chajei.ime,Signed,Microsoft Windows,Microsoft Corporation,Chinese (Traditional) - ChangJie,Microsoft® Windows® Operating System,4B913C4E7EACC3A2441C78864DFA6D17,51D8DE08D4F18549F7C7E10A5820C095E49F96707D801E254C9805A334B6D27A,2
c:\windows\system32\change.exe,Signed,Microsoft Windows,Microsoft Corporation,Remote Desktop Services Change Utility,Microsoft® Windows® Operating System,4C42CDF8B7CC00ADD1A1645F1500C3DC,5460D6BABAB82D236CD7A626F31B5EFF658C2CD98976CD84306ABDD67D253E04,2
c:\windows\system32\charmap.exe,Signed,Microsoft Windows,Microsoft Corporation,Character Map,Microsoft® Windows® Operating System,36E5E9D0400475230A7F57F274B88321,11A2ED8BCA3905B50AB5BDAFB91727393882EE49F58E0B2197E577294A162DF3,2
c:\windows\system32\chcp.com,Signed,Microsoft Windows,Microsoft Corporation,Change CodePage Utility,Microsoft® Windows® Operating System,0C8C209151A45A4D7774E89C2F4079AA,F9CD4A0F97EEF77CC499A1AB9E3384C8AC42A44B58935B04F7E5C65A41FDD7C0,2
c:\windows\system32\chglogon.exe,Signed,Microsoft Windows,Microsoft Corporation,Change Logon Utility,Microsoft® Windows® Operating System,17123DEF4E76086D759122DD864D9512,CAD29D12864B1DACCAF1202BFBC23DAEEB377417DC31263EA62D3F8BDDAE99EA,2
c:\windows\system32\chgport.exe,Signed,Microsoft Windows,Microsoft Corporation,Change port Utility,Microsoft® Windows® Operating System,DDE008F644E8D33F726D5357FE52F447,ACCAE41A4CEB92F99F4EC5C63CC0CCF7DAD60530FCCB8411A8A11947BDD0EEF7,2
c:\windows\system32\chgusr.exe,Signed,Microsoft Windows,Microsoft Corporation,Change INI File Mapping Utility,Microsoft® Windows® Operating System,69A9B266835ED67C031322660F7B18E4,F7FCDEA45C52DE1FF45E96392A856108ADD80E7FBA771A0F295AD0AEB35DE532,2
c:\windows\system32\chkdsk.exe,Signed,Microsoft Windows,Microsoft Corporation,Check Disk Utility,Microsoft® Windows® Operating System,D1902D5C27BFAE4889147138F33888DD,1D8F21B66102FACDEE0C993328C2B2E8E3E429B09B34E1A1CFBA642CE2054ECE,2
c:\windows\system32\chkntfs.exe,Signed,Microsoft Windows,Microsoft Corporation,NTFS Volume Maintenance Utility,Microsoft® Windows® Operating System,6180176559B0DB34DE083764728F87B5,02B315F6985DD7265254FCF53257BA92C76E404D6176B231CA527C2705EA3332,2
c:\windows\system32\chkwudrv.dll,Signed,Microsoft Windows,Microsoft Corporation,Search Windows Update for Drivers,Microsoft® Windows® Operating System,D259257A3FFBB824EBF6C8F3BA730E30,13B0D13A880DF3836E7CC05E2890DC881F0F5AC51CEEC1D14443DFB77ED81DDB,2
c:\windows\system32\choice.exe,Signed,Microsoft Windows,Microsoft Corporation,Offers the user a choice,Microsoft® Windows® Operating System,BD3E64A49311E558C08F4F04B53F82D8,5AF7D20DA70CCB712C0E441E83F01BE0633F6F804289BFF1B3CEB5F853F0DC80,2
c:\windows\system32\chsbrkr.dll,Signed,Microsoft Windows,Microsoft Corporation,Simplified Chinese Word Breaker,Microsoft® Windows® Operating System,A39138C1FEF0D5C401BF7FE8488A1F0F,51BAB4EC0BAC9CDFF7273E6DE8EA51549CFEB12CE07E4DD710181E099068588C,2
