Path,Verified,Publisher,Company,Description,Product,MD5,SHA256,group_count
c:\windows\system32\KBDYBA.DLL,Signed,Microsoft Windows,Microsoft Corporation,Yoruba Keyboard Layout,Microsoft® Windows® Operating System,85CDFB5118D67274DBF04FF654C56574,99E4624E181BECC97C68C9ED82BB557762E27602FAD41AE1D4DE4DB3D3F417CE,1
c:\windows\system32\KBDYCC.DLL,Signed,Microsoft Windows,Microsoft Corporation,Serbian (Cyrillic) Keyboard Layout,Microsoft® Windows® Operating System,32A71BE732B03F9F4D512E1F6928B213,F0273E9F097128803388794A9E3A1278409454CE3CDC4C5821BF77ACF755AC5D,1
c:\windows\system32\KBDYCL.DLL,Signed,Microsoft Windows,Microsoft Corporation,Serbian (Latin) Keyboard Layout,Microsoft® Windows® Operating System,7AD4ECCE99193774B58946750E1A8BE9,6A20288723CA52B46246A9AD2CC844A2761100D4F7F30DFBDC6F76FD107EE5D9,1
c:\windows\system32\KMSVC.DLL,Signed,Microsoft Windows,Microsoft Corporation,Key Management Service,Microsoft® Windows® Operating System,7BF3ADCBD021D4F4A84CF40EB49C71B5,5758A51FD2EBE67E6DBE3A298D714D351910F9E01C428D0C1359457C9242B298,1
c:\windows\system32\KdsCli.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Key Distribution Service Provider,Microsoft® Windows® Operating System,FEB7C4D24D2FA6A2867F4EBA90A3C590,CD0CF9F95F313C8B491D365617603B2F8A25FDA2934DDD90AEFC183F8D11E3E6,1
c:\windows\system32\KdsSvc.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Key Distribution Service,Microsoft® Windows® Operating System,FDD395B0E8767815664190E5432645CC,E088A67BB0DF7EE876290BD29FACD3FB19902AEEFD9E7C2D249EF287EDA30EAE,1
c:\windows\system32\KernelBase.dll,Signed,Microsoft Windows,Microsoft Corporation,Windows NT BASE API Client DLL,Microsoft® Windows® Operating System,0F6D9B39F964C8DF5B28E6928617932D,E9DE90C0B4C58E96C3E672179368975F099287F6CC1F37BF0F70731CA03ED1F3,1
c:\windows\system32\Kswdmcap.ax,Signed,Microsoft Windows,Microsoft Corporation,WDM Streaming Video Capture,Microsoft® Windows® Operating System,CA9FD97689FB6CAD331B493123472584,AF3D3662C3DA8CDC52EC24DA615266562C9B49A8BBEF27E1A1C0C724FB147034,1
c:\windows\system32\L2SecHC.dll,Signed,Microsoft Windows,Microsoft Corporation,Layer 2 Security Diagnostics Helper Classes,Microsoft® Windows® Operating System,52E418199EFA12159324E733933F8BF4,DAD72AB147F3964DA3F7EED051BAC77B104DB5B65B2D7F64073C6B7BA9291AE2,1
c:\windows\system32\LangCleanupSysprepAction.dll,Signed,Microsoft Windows,Microsoft Corporation,Language cleanup Sysprep action,Microsoft® Windows® Operating System,E2E890E5404EF78D53CFDF8B153FAF1B,636419A695B82C0E539C82A5E18E38D9DE2FEBC5038B843A976E4BC65BDDAD46,1
c:\windows\system32\LaunchTM.exe,Signed,Microsoft Windows,Microsoft Corporation,Task Manager Launcher,Microsoft® Windows® Operating System,13756A1B9D37398A99DAC0B7D3032CC6,E44AFE555A954E76772F82DEE64D902FAE9FEC4DDB2F87510E50C3C5DFFEDFC1,1
c:\windows\system32\LbfoAdmin.exe,Signed,Microsoft Windows,Microsoft Corporation,NIC Teaming,Microsoft® Windows® Operating System,864ACD5218AE9D270B2DC7AACBE26BA7,E187BC3DF3B1240E34F0635D0FFE98E65E84BB0FBBE330F1B4C83ABD77B71A2A,1
c:\windows\system32\LbfoAdminLib.dll,Signed,Microsoft Windows,Microsoft Corporation,NicManagerLib,Microsoft (R) Windows (R) Operating System,4A1A9D8D3CBE586027778E12F3429D26,D4A318330C2CDBEC25FBE9B2D1A1E123851BFE6DC09A8811AD467D50F81FAF46,1
c:\windows\system32\LicensingUI.exe,Signed,Microsoft Windows,Microsoft Corporation,Licensing UI,Microsoft® Windows® Operating System,B9A8CFD03E4BD14C957F7ACCFED3726D,CD0A1121E8A7B96DFD341FBD1F53016CD1C185EF868CD7250326047B7CB48A0D,1
c:\windows\system32\Locator.exe,Signed,Microsoft Windows,Microsoft Corporation,Rpc Locator,Microsoft® Windows® Operating System,5CAE8F47B31D5CFC322B5B898C19E0FE,FDB5F0B6EA36403E031D9147AB0519011FAAD3AC8190DE5B1F17FB5472D79D47,1
c:\windows\system32\LogonUI.exe,Signed,Microsoft Windows,Microsoft Corporation,Windows Logon User Interface Host,Microsoft® Windows® Operating System,3710A8A7508B36AD96A97CE79E17403E,DD9807B58607825F1B4E13602B147B5FF6F3D72559136B718DB3B99D42D015F6,1
c:\windows\system32\MMDevAPI.dll,Signed,Microsoft Windows,Microsoft Corporation,MMDevice API,Microsoft® Windows® Operating System,1169646AAD0239C23CCF9C46BA00B2D6,1CD37D98AD15EB9BD161AC126DD663054449C0C9AF8280489C696B9787EA1D3C,1
c:\windows\system32\MPSSVC.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Protection Service,Microsoft® Windows® Operating System,D186C5844393252147BE934F3871DB7A,30160F8268B9F46E82C5CB536867E0CF280DC98074A481595072E3320200E343,1
c:\windows\system32\MRINFO.EXE,Signed,Microsoft Windows,Microsoft Corporation,Multicast Information,Microsoft® Windows® Operating System,CA6C91FC4FC4842DBCF1221BA25D14FE,F0D0A2972E2E9C03DF8F18DACEF712DD7461D0039335F3A7E38DB9AE0D36BC25,1
c:\windows\system32\MSWB7.dll,Signed,Microsoft Windows,Microsoft Corporation,MSWB7 DLL,Microsoft® Windows® Operating System,DC225130BCAE999B1A660EEBF3D2E813,563CB862B9DA11739A66C4D7E6AAFC3BAADD1CF8638A354D4ABC5AC11C2C88D4,1
c:\windows\system32\MSWB70011.dll,Signed,Microsoft Windows,Microsoft Corporation,MSWB7EA DLL,Microsoft® Windows® Operating System,5E084FD271A66D978C420A9F1C320922,71893A9C0339DBE11F09D6A53A27A0F66F5B2BA22BE9F10D11C9C26D7E9616B6,1
c:\windows\system32\MSWB7001E.dll,Signed,Microsoft Windows,Microsoft Corporation,MSWB7EA DLL,Microsoft® Windows® Operating System,F1C214E41DE8D7DF4FDAA80AE8F18D89,E24039747E32E54CE365BFC6C792B090AC3C27457152C5199355F2C4C8617E82,1
c:\windows\system32\MSWB70404.dll,Signed,Microsoft Windows,Microsoft Corporation,MSWB7EA DLL,Microsoft® Windows® Operating System,8EFFF0DB3E24F2E4A3BE54AA55B2CE20,18A1CE87C7125F752CAE6E4DF06181108976E0E2CACC28B6254528205D344DCD,1
c:\windows\system32\MSWB70804.dll,Signed,Microsoft Windows,Microsoft Corporation,MSWB7EA DLL,Microsoft® Windows® Operating System,931EDCB43B926DBFC16D063C3D06A844,34AC8B724F8E710B47F0A0B539C356B77740C74D444E05A48D5DB743E6F1423F,1
c:\windows\system32\MSchedExe.exe,Signed,Microsoft Windows,Microsoft Corporation,Automatic Maintenance,Microsoft® Windows® Operating System,F8A5D8CD65A921CCEDE9B4C53A6C7741,19F344CDDBC02A6BA0C410D5D3B9DB789E114E736D1834E0841C671D552E2211,1
c:\windows\system32\MUILanguageCleanup.dll,Signed,Microsoft Windows,Microsoft Corporation,MUI Callback for Language pack cleanup,Microsoft® Windows® Operating System,43D36FDB7CD5E10EE24857372D888006,17D8F6A575E20CEE5707E44318E75B7B428F33A9B5C7966F43898513C34B999F,1
c:\windows\system32\MUI\0409\mscorees.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft .NET Runtime Execution Engine,Microsoft® Windows® Operating System,73108F933CEF3845895BDD60987F704A,3DF6A3AD4A89A05645E82BD379864767C2F2BEE3B2492CD1B0746B6681F0D35C,1
c:\windows\system32\Magnification.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Magnification API,Microsoft® Windows® Operating System,17FE1B768EF99B3FE3871CA528155F4A,86BC919537E924AC7002ED64C769740EF9BBDF332A9D010C2CE02CFFB3344E32,1
c:\windows\system32\Magnify.exe,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Screen Magnifier,Microsoft® Windows® Operating System,7CCDF6AD04920D691263A02E97FCDEE2,4D325A5AB342EAE109B96C0E2EB9442C0D816367C7D33211236FA4E892BF3F12,1
c:\windows\system32\MaintenanceUI.dll,Signed,Microsoft Windows,Microsoft Corporation,Maintenance Settings Control Panel,Microsoft® Windows® Operating System,6F16752C71147EDD43578EF217B4BC37,E3F53B10E641EDA0CB406077E5590F3E7D10C929D2999334B0EE6C5371E8EDAA,1
c:\windows\system32\McxDriv.dll,Signed,Microsoft Windows,Microsoft Corporation,Media Center Extender Resources,Microsoft® Windows® Operating System,63429D472E0F03286E2F0178637EF647,53309B66B11DC0742684DBBC0F62CFD9D885A5B33591B09CE8D2894E7D8700B2,1
c:\windows\system32\MdRes.exe,Signed,Microsoft Windows,Microsoft Corporation,Windows Memory Diagnostic,Microsoft® Windows® Operating System,11DCBC0FB001F5F3A0F315EA33C006EC,7DD8E283F56778F35C901CE09CF1983BE65B63EC6314FE5C9A8BBF31A40E897F,1
c:\windows\system32\MdSched.exe,Signed,Microsoft Windows,Microsoft Corporation,Windows Memory Diagnostics Tool,Microsoft® Windows® Operating System,639AB19BFD01C14F8202CE18712245C0,C9DBB243FC62C9555401FBF6B128DE195327042ECDEF577D843AB97ABAA6359A,1
c:\windows\system32\MemoryDiagnostic.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Windows Memory Diagnostic Task Handler,Microsoft® Windows® Operating System,2A050C7DD55FAA6FBF1FA8AFD5812857,9A02E4B8AFF6442B644CD8372D9C1FB48168D7088CC18397C79C6AF7160BD25E,1
c:\windows\system32\Microsoft.Management.Infrastructure.Native.Unmanaged.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft.Management.Infrastructure.Native.Unmanaged.dll,Microsoft® Windows® Operating System,BD6121814703BD0C78AC41EF39F5C962,2ED176CFA66DF861D1BC5CD654C3D50A5B3451B37A3C8D3F31CD6666C5B54F88,1
c:\windows\system32\Microsoft.Windows.DeploymentServices.ServerManager.Plugin.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft.Windows.DeploymentServices.ServerManager.Plugin,Microsoft (R) Windows (R) Operating System,80EAF6B05C83D7870A7389C51A38A533,71033329B574E3AFD68BAA917DB8E0132111232989A4E389724AE94B38E1D7BA,1
c:\windows\system32\Microsoft.Windows.ServerManager.DhcpServer.Plugin.dll,Signed,Microsoft Windows,Microsoft Corporation,DeploymentWizardPlugin,Microsoft (R) Windows (R) Operating System,B18363C3741F947990C952145DB9831C,C5C3D67DFF64D0E005EE2578766E0817472C129AE98E4384570FCED57C6482F1,1
c:\windows\system32\Microsoft.Windows.ServerManager.NPASRole.Plugin.dll,Signed,Microsoft Windows,Microsoft Corporation,PartnerSamplePlugin,Microsoft (R) Windows (R) Operating System,6BFF7EE6E0AF3281F306AFCA0876AFB1,D7D05CC64B7AF013F293BCF9437B464750D09E7CF1FE49CAC8A58EB749ECEEA7,1
c:\windows\system32\Microsoft.Windows.ServerManager.Plugins.Ipam.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft.Windows.ServerManager.Plugins.Ipam,Microsoft (R) Windows (R) Operating System,6F1FBFD0EECF422875C064EAC23B366C,5D80D38C63AB60357DFB8CAEFD5E15E70FB8043B926DBE6A2249EF12AAEAC679,1
c:\windows\system32\MirrorDrvCompat.dll,Signed,Microsoft Windows,Microsoft Corporation,Mirror Driver Compatibility Helper,Microsoft® Windows® Operating System,C892E8D518345BD6CE76166C7E5336A5,97903A119B1DBA1E201FC1907C4B68C2CA5A6DEA7885B0212563C34F4F7D6544,1
c:\windows\system32\MrmCoreR.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Windows MRM,Microsoft® Windows® Operating System,E1A0F7C91ABC98DB61EE08B461DCBC41,1AB3430427073342EF427627A709415C08CB50233FDEE50F157EE4D55F22E63D,1
c:\windows\system32\MrmIndexer.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Windows MRM,Microsoft® Windows® Operating System,725E3C8A4B420BD26FD002485FA463A9,1819D4F876075C63D36336663B3767FA7B07CE746C69E749F792822E958A3390,1
c:\windows\system32\MsCtfMonitor.dll,Signed,Microsoft Windows,Microsoft Corporation,MsCtfMonitor DLL,Microsoft® Windows® Operating System,5E536FD2C9EBFB9388DD76BCC56C7232,BE0116CF45D5FE09219E6F8B4AA43EDFB717B2B323BC1ED8794DD2307D8FC3FA,1
c:\windows\system32\MsRdpWebAccess.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Remote Desktop Services Web Access Control,Microsoft® Windows® Operating System,6E76EC9284EEE423EACD3F28B33F32A2,ADDAA1A337FD43E64CE2B47A64503A691EDCD222AB698AC4D0D1BFE8D910C2A7,1
c:\windows\system32\MsSpellCheckingFacility.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Spell Checking Facility,Microsoft® Windows® Operating System,847CFF96ACB575CE73C0E2E86C6BA993,9C3E3DC3A10F38795644B811BAD29CDBD912FFBA808E6F5EC1E57E1AF22F8228,1
c:\windows\system32\MsSpellCheckingHost.exe,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Spell Checking Host,Microsoft® Windows® Operating System,F61A7B0E8F1C7C0B800E51E9CA6FC5F0,6F6E7A955284C5D2C19EDCEE3C4FF660FC12BC518E874C90FE54F099DF6C1D6C,1
c:\windows\system32\MshtmlDac.dll,Signed,Microsoft Windows,Microsoft Corporation,DAC for Trident DOM,Internet Explorer,D8FD05BE9CBE9E78EB24E72178E5F5C4,18C0D35355D1E66A2F853A3A0D708830E02B16232D8C8FCD2019ACFED05C02A5,1
c:\windows\system32\MsiCofire.dll,Signed,Microsoft Windows,Microsoft Corporation,Corrupted MSI File Recovery Diagnostic Module,Microsoft® Windows® Operating System,65A2D6C907D92EA00EEF9AC7C0B118E9,47FDB4FADE0EFFC0AA19789BA07E4B54BDEA255085E1E0126A488B4852BB1682,1
c:\windows\system32\MuiUnattend.exe,Signed,Microsoft Windows,Microsoft Corporation,MUI unattend action,Microsoft® Windows® Operating System,A5DC5F18ADECFAC293066C6A73288933,43A51B7B477DE68E86FEB9587CD3372B264068930087A239A0D2E60BBD155E24,1
c:\windows\system32\MultiDigiMon.exe,Signed,Microsoft Windows,Microsoft Corporation,Digitizer to Monitor Mapping Tool,Microsoft® Windows® Operating System,32941B38B5E59F080DC132D6535EF04E,7F5957C6A99E85E28C2D0D662D551913FE2762BEA02A90FDFB19A4431B7B0E25,1
c:\windows\system32\MuxInst.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft ® Management Instrumentation,Microsoft® Windows® Operating System,7B647A174A8D7D389C601FFD322AF54B,77E298544DA855B99EDB3CF38CC2E4CA73C7B99FC299DA315EF8564726A61C7C,1
c:\windows\system32\NAPCRYPT.DLL,Signed,Microsoft Windows,Microsoft Corporation,NAP Cryptographic API helper,Microsoft® Windows® Operating System,80186F90518B8F6A1B5D2D078728DFFC,BD6A7E5D05CD80069DD5B877EFD40C1E37A91AC8B2924E1C706D287DD36BD87F,1
c:\windows\system32\NAPHLPR.DLL,Signed,Microsoft Windows,Microsoft Corporation,NAP client config API helper,Microsoft® Windows® Operating System,C727B9E5EEB8624F58DF89E0264CEE27,9B588338F6C2939F9277933618F86B742E73BD28AB5126B35AEDC844B16886A9,1
c:\windows\system32\NAPMONTR.DLL,Signed,Microsoft Windows,Microsoft Corporation,NAP Netsh Helper,Microsoft® Windows® Operating System,82E930F9624A10E9402E6D7C790E4B97,3792E8D60A24A097E86596798DCE54A4254AA7C8051BA9C39B024C988E608E20,1
c:\windows\system32\NAPSTAT.EXE,Signed,Microsoft Windows,Microsoft Corporation,Network Access Protection Client UI,Microsoft® Windows® Operating System,8552BD32F9865DDF1BFB515E8FBDA861,63BD3C59C88A7CBA2CDD02637858A7FEDE1749DE1944D9C0D50A9BC1E83DBD06,1
c:\windows\system32\NETSTAT.EXE,Signed,Microsoft Windows,Microsoft Corporation,TCP/IP Netstat Command,Microsoft® Windows® Operating System,305A78210CAF782EB331359F10C2BD9C,A3993228DF95D6146171D3AD709E63664B528F38955C6071571EDCE7C03B71F8,1
c:\windows\system32\NL7Data0011.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Japanese Natural Language Data and Code,Microsoft® Windows® Operating System,06E0D7DD5C2FB4C0992693847FCA99E2,098DB7813EC3662016B6DB729B60BD10A9F967AC5DDBF2080EAE8066304A65DA,1
c:\windows\system32\NL7Data001E.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Thai Natural Language Data and Code,Microsoft® Windows® Operating System,793E226A3A9399E54158F5C92A7C27E1,2F830DC705D4D4A08C1FD5A785DFB156B756F3392BFF6D564A6F5144273AB64D,1
c:\windows\system32\NL7Data0404.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Traditional Natural Language Data and Code,Microsoft® Windows® Operating System,81B14FD1C9D2B830E55C93C4C38AFA2F,878E2DBAC4B6A6BCCE54742F3C7BFD87AA93A6637CCCC1E5D18AB65215D81BEE,1
c:\windows\system32\NL7Data0804.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Simplified Natural Language Data and Code,Microsoft® Windows® Operating System,13A5C8FBF07038D6AC3E39BBADD0ACF7,3F95A19A2FF5544891A5A1F908FC9AC1FA0FE8FAA295526436763BD68BCCD1D5,1
c:\windows\system32\NL7Lexicons0011.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Japanese Natural Language Data,Microsoft® Windows® Operating System,5FC53CEA91AB9E31945BE93BC2F349EA,7461A41C42EDB1C1A77F6DE2CCAECA8D4C0E95A49664C0E65EEA70A7EC4B1FFB,1
c:\windows\system32\NL7Lexicons001E.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Thai Natural Language Data,Microsoft® Windows® Operating System,2215175AA6BB8F42F16B9F9BB5A034F7,FBF5CB7BFD332E926E28CA20271820E7124DD8DFC92628F1B1C8375E9B2BEBBF,1
c:\windows\system32\NL7Lexicons0404.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Traditional Natural Language Data,Microsoft® Windows® Operating System,8C9D1116B62E81500CD9DA9A82D79A3E,F919165AD0B215CF8B7D114FC0A87740FDAAA4600C529330297261E7B79EAF31,1
c:\windows\system32\NL7Lexicons0804.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Simplified Natural Language Data,Microsoft® Windows® Operating System,034E8C10EB13B63D38CFCE1C386039AF,F47586B15A942D45075165B94F619DB36B7071B67384C51C75BD115C8D475A0E,1
c:\windows\system32\NL7Models0011.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Japanese Natural Language Data,Microsoft® Windows® Operating System,5414C4F049A473F81C3C68FB4B651F99,665D6A18CC3916D8CFF75D9CD4ACD52C74C22910E4C71C0C4A3BFB2B1DFAB221,1
c:\windows\system32\NL7Models001E.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Thai Natural Language Data,Microsoft® Windows® Operating System,C6FB89E891D80DC38901E831E3FA2323,447315DA48207F31B559225D00D3C571B1589F8A1C9EDC8839BD5BFF6A0025DF,1
c:\windows\system32\NL7Models0404.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Traditional Natural Language Data,Microsoft® Windows® Operating System,CEB1813A51361F28AA40385F334D3059,E4925D9B73B31FFEFBB08A7066E93C89F8AD1AEA1445899BF43EB0D35D69B321,1
c:\windows\system32\NL7Models0804.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Chinese Simplified Natural Language Data,Microsoft® Windows® Operating System,65525C7B89204D241120B7638934A0D2,18F7F52F14986133F9A9676D5AB959349377A53C0936CEA6EB9880E72F85BC54,1
c:\windows\system32\NTFRSPRF.dll,Signed,Microsoft Windows,Microsoft Corporation,NTFRSPRF,Microsoft® Windows® Operating System,90BD8306C6D7C1CE0207C6696C10DF26,760FEED8B1A9BA352543DCEEF96A9AB42289942E62D8DF7A5E7A7CFA649D710B,1
c:\windows\system32\NapiNSP.dll,Signed,Microsoft Windows,Microsoft Corporation,E-mail Naming Shim Provider,Microsoft® Windows® Operating System,4CD5B246B2DB81DC403B7C9041456B0E,333D19A56324AC3916B93DCD51EF3AFAD15256754EC306F0BE308B55352C1B37,1
c:\windows\system32\Narrator.exe,Signed,Microsoft Windows,Microsoft Corporation,Screen Reader,Microsoft® Windows® Operating System,EA5A04B79580EBA6EBD813F5D51D3F3E,DDD0D45AED76E152BC7B3DB835980D3D399F9B5AA743D4DEF5FC12CD372AA4AC,1
c:\windows\system32\NaturalLanguage6.dll,Signed,Microsoft Windows,Microsoft Corporation,Natural Language Development Platform 6,Microsoft® Windows® Operating System,689ABA32B7C61B9B3E0153E83F638C57,C95CFB29680E9B11514842E79BE72D7E009C0BEE7619DA333A26684A2F03B7D1,1
c:\windows\system32\NcaApi.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Network Connectivity Assistant API,Microsoft® Windows® Operating System,CD78DF1E4D1B5A9E2D3A120C8EBC4555,92025F3FA6355EA1F23F38D2F76C697B16070F6B8D065335E206B57C96B5EBA8,1
c:\windows\system32\NcaSvc.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Network Connectivity Assistant Service,Microsoft® Windows® Operating System,71E3C0100AA19D11373CCEB2F51A6008,58FBF35F5FE19BEABE483C11E9996BE93D76721C8C34465350FA98B465CA3672,1
c:\windows\system32\NcdProp.dll,Signed,Microsoft Windows,Microsoft Corporation,Advanced network device properties,Microsoft® Windows® Operating System,369685AAF80BB4012530A9CAD39323C6,C58038A945B4C623AC8F1832C52150D64C8E703B5E7D43F812DE20C8CBDA84DD,1
c:\windows\system32\NdisImPlatform.dll,Signed,Microsoft Windows,Microsoft Corporation,Ndis IM Platform MUX Notify Object,Microsoft® Windows® Operating System,3CD8F1967D355842CC044B25269EEDFE,F95699E97120FD48A7D0383AA7B57815151FB450615144EC1DC71DEC04DCC7D7,1
c:\windows\system32\NetEvtFwdr.exe,Signed,Microsoft Windows,Microsoft Corporation,Event Forwarder,Microsoft® Windows® Operating System,247ABB19A6D43F1FD79A6F9C3162BE25,3ECCDF2692E353A119894349728FCA4C30EC1C1E3453A5A3A99D037F8A168FC5,1
c:\windows\system32\NetSetupApi.dll,Signed,Microsoft Windows,Microsoft Corporation,Network Configuration API,Microsoft® Windows® Operating System,A66FEB0618038302894BBB699EE1D8BB,DDB88AB8E603180EA69A2A1C42A4D8034260705A7C2DC1A6829B0660565A0D0B,1
c:\windows\system32\NetVscCoinstall.dll,Signed,Microsoft Windows,Microsoft Corporation,NetVsc Protocol Driver Coinstaller,Microsoft® Windows® Operating System,18AB50E076767BF508F8026FAC0ABA79,3B4AF20502A748FE9A13C5D49A774624A95C1A0A90623B98C5DCF22B05E39307,1
c:\windows\system32\Netplwiz.exe,Signed,Microsoft Windows,Microsoft Corporation,Advanced User Accounts Control Panel,Microsoft® Windows® Operating System,68F30A63009B41ECB6A7F12123EA966C,F8BFAD3F149A3E68B4EA215A6E032BC14960566E1391C594DA01939BAE607869,1
c:\windows\system32\NetworkStatus.dll,Signed,Microsoft Windows,Microsoft Corporation,Network Status Interface,Microsoft® Windows® Operating System,EC2DB85DD72A3506D60B428A36F5E27E,1E3DD6DD0DF3737E0207569A11F3AC9CDEB0A2D13EF4737E69F526EF1A00D91B,1
c:\windows\system32\NlsData0000.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,43DA542AE0420E53F513DB118A82508F,D170412812AAC43DF57C0878128017C4E5DB670A20D340AAA929F2835CEFB46E,1
c:\windows\system32\NlsData0002.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,1A0A79B05CCB1CA58669B196AC7066C6,1A50545223223F3083116D1AFE4537E2A750E18503046475DC38C33AF3D8398A,1
c:\windows\system32\NlsData0003.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,5545195EBABD09926365B0D9F58FAABB,55EC0F40C682D82634FE3FBF817D41F582CBEA0FCF64650E0C61A4A2CE237E09,1
c:\windows\system32\NlsData0007.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft German Natural Language Server Data and Code,Microsoft® Windows® Operating System,7570D0E275461E2B9E214895181BD8FE,FEB05A64ACF10AE78D29E315C6146894AB12890A921CE86697610A2CAA66BEA4,1
c:\windows\system32\NlsData0009.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft English Natural Language Server Data and Code,Microsoft® Windows® Operating System,AF86B550FEC8545847906321986F372A,142F34E3D865280204B353687AF9C7E47579121C840B1BEEF9D6D349C104ECE6,1
c:\windows\system32\NlsData000a.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Spanish Natural Language Server Data and Code,Microsoft® Windows® Operating System,4F7F55202E51FCC1A12DF655A2B1FAC7,816D6B6002259BD4D16B70A3934E2DD9FA5E4912B690271FE499B3076FBF6049,1
c:\windows\system32\NlsData000c.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft French Natural Language Server Data and Code,Microsoft® Windows® Operating System,4B3493B5ED672A67AF1F82733F559922,70452D6AF5F4334A92D62465E8C40A8BCBCD53D9FD60D44C9E632BDDCF1BD68B,1
c:\windows\system32\NlsData000d.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,9BC81B638ABED1EC19594EEEFBDA1995,B156352059CC343CFBA77B2D6DFB6FCE8FFD690559746C5D1CE1305F849C1F2D,1
c:\windows\system32\NlsData000f.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,C10E90B8C2CDEBDAFC0975CCF9519BAC,D0C624D19415D1DF634538B74A331407CC7ECF09DACD14789DCD9DEB07D73AC7,1
c:\windows\system32\NlsData0010.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,20F974E0B8E68A9ECC3A85B4DAFBD6ED,A381615E0E6F99B49DEBCAB21043A6FF3B2C9C0EC2FD6E91266B540BD850EAE6,1
c:\windows\system32\NlsData0018.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,E63546B50F5E157FD25A5213B9B9A883,745C9E6FDFE6A716D405DA3AAE4D751F3416164E4DD9A158189199013E6E2E5A,1
c:\windows\system32\NlsData001a.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,2270A07CB2DA2660E7A50F8A697B2626,2BC32C88B35E61E614FD9ACF9F57C0C521941A9053254216AF84767075FC17CD,1
c:\windows\system32\NlsData001b.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,55F9D9AC7433AB79558C2661C1D22857,05973DBE928FB718FE35E2CF705C641FE1ED42075AF5C83238EE97973851DFDD,1
c:\windows\system32\NlsData001d.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,B13F3F8B33D9A659F8CAF5EDE8EAD828,CA80E2D6C88CD48BD9CB21F4700C3783ECEAACF47CE74A075AC9C3EEE4F5F90F,1
c:\windows\system32\NlsData0020.dll,Signed,Microsoft Windows,Microsoft Corporation,Microsoft Neutral Natural Language Server Data and Code,Microsoft® Windows® Operating System,22FBE9F10FAC12CE2A2142B5CA726861,6A44378F5384543B48A2C0F3323630B0E4D167CD06E5B687DCDC806BE54A493F,1
