Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,MD5,SHA1,PESHA1,PESHA256,SHA256,IMP 
"c:\windows\system32\ext-ms-win-security-vaultcli-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","55344CDD5FBAA1A9626016B01C8169D1","BE741D0DFBC77BBA13233085CB2057CEF6722C23","977FF1CA534F5EFFC176B067CF619D22B7F5B58B","AD5CDDAAA72976FBFE26875114FF52A99410CB71D7A98C91C41A6BABB5285AE7","CFAF5251F662D080662EA40791685FFF3003AE54E51460BA620AB0544A8D26C1","n/a"
"c:\windows\system32\ext-ms-win-session-userinit-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","28AA2D8C658525513D01A5F387CA8A17","2B4842CF990112F694E957005F873C0EC784209B","9317F03998439A118F277FFD73BCECA6325EF7F1","93A7DF01B45CAAECBADD7A01D9CC1186B1B3A94559E38CA28E74ADF255FAA4A5","8733754D7205E670B360B9B0F1A12D0D48273EAEBC0DF74345955386C8FEA33C","n/a"
"c:\windows\system32\ext-ms-win-session-usertoken-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","D9CB052A5A02DDA667B8BCAD36E8EC8F","F697F6191895F9686EB505DBDB189BC6750699CB","907506EC3A40381A0A2926328B8E2785D50DFAE5","3B8856FCDCC75D1155AD80480E621505512B384AB2B5297F5411CE0FD897AFB8","26AD9AE6434F4048FEB11251AA5F3C6D8BA90485AA117F38346EE021C5FD9525","n/a"
"c:\windows\system32\ext-ms-win-session-wininit-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","CECA6D4120AFF1F1DD6234B1ECEAB903","21A6D594D06E07453CFB6BE09DA60BDACB75FF74","B4AC2EF657EC8E89D8195BB7F2E2697FE31EA11F","0798EE055131C2B4207E8766A9F585F8D1B595A35385F577E7C13F87E915037B","6037DEF8C3E5DEE20146CCCEE71151829E7798FD4B7DB426F26BE48D7C0B493F","n/a"
"c:\windows\system32\ext-ms-win-session-winlogon-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","A6BB9C58F59903C7522C283F28F7492D","20D1968911AF07890811B6931302A0AF4153B2F9","DEC66EF467A398CA2614AEE0550F9720F3142A81","806C618173DB87F9D36ACCABD3AAB6223E4B544EFB66D705423EFC81CBE7C273","84283BF5E393967753CDFDBD18793519BF771AA11CD6434600DF04BBAA38B4A0","n/a"
"c:\windows\system32\ext-ms-win-session-winsta-l1-1-0.dll","Signed","12:29 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.17031","6.3.9600.17031 (winblue_gdr.140221-1952)","64-bit","499CFCE4CCA7CC4D3FA07251C86A8641","D3043A43D011E01944E4C7C7170BBD5372193573","014B997B0108AC0FCE8FE57FFCF604741683FEB0","AB25196CF546F940B789F118234A6E2949704907DDD461254063AFEEE67EEB22","716DDB5B5C8E402881D9B109C33C8822C016601F4B43AEF2687818EFDF7705CB","n/a"
"c:\windows\system32\ext-ms-win-session-wtsapi32-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","B7585E8D62445BAE2B2C8E3AE9073999","CA9AFD58E2DEDFF2B974442BB86399C314B2965D","C31C8408BC87A171DB1D29AE948ABA9A73815D38","19662B47BFD38EE8643E10D43985282137F80875995CEBA6A3643DE01DDC7A61","5E6083E715F48C557368F27C3A9AD0DCFFDA762B9276F935BCCE7EA6D6D9EB9C","n/a"
"c:\windows\system32\ext-ms-win-setupApi-cfgmgr32remote-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","4CF210B6B3CC25225433DB0730AC348A","E42D3A3C55EF27E9BB95E12ACCB2FB6E86B2CC8D","DDA916ED1B283902F49C00CE31707DBA4C72F9F1","787A6873BC7018EF5D7949EEF4C77F88DC7DD16F0F4327B9153407DE17399BD1","D059A5B601ECB831AE557B98F6AFEF1D5A34B0ECD3603126B19C5CF9206F5F2C","n/a"
"c:\windows\system32\ext-ms-win-setupapi-classinstallers-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","8389A09BCD124312C235DD49E0FC6BBA","F604DE3561FF28CF23E58A092BCD0AF33B0E1E3D","647B0E2734A11DCCC077DE26AB2E8A5FD79DD07F","CBDF79D29C1616CD7EF012A5531103412BFF865539C84BCE0180028A043311E1","BFDC5AC365DEE78651CFF6DAB9CEDC79F5840AFD65E4097BD60937CA064B750E","n/a"
"c:\windows\system32\ext-ms-win-setupapi-inf-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","4D2FDE7F67184B000D3623047D01EA37","3A1296039CB65909C97DB24F6340D70C5D05E48D","891FE253BBE5C249F981426CA62EE998607066DD","92DB33B1E90A6B8B2E5FB74A9E616FDEEE95F9B1CB45A9EDD122377A985CA43F","0270590F272E0AB4ECD7532D9BB25E1C60992675F31BE6D21AEE5289A350DE9B","n/a"
"c:\windows\system32\ext-ms-win-setupApi-logging-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","0AFB6068BCB5A2EDE16402361A3D14E6","91BF9149AA523530B20B768DBE6E40212E4483E0","39E9645C556B4C5471C4C6620683E4EC2BE19F92","475C76C5DFB102753F963CBAD4636F1ABBBD3AD45593C98B8FD9B7506F00B93C","E74EAE0ED44DAB3E5EAFD5409994B0FA5B830821DB85F2B6C1B7FFFB09E43B5E","n/a"
"c:\windows\system32\ext-ms-win-shell-propsys-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","AD495240708E0F403CA0EAC1FEF04737","504F29DB2F6FBA1BFB970703DC363498E150E0E9","DE23FFEAF8923194DD62A7F0DC70EC81FB32C6BC","B27FD7502B4C1348074C04182C4E87663FC79A5255EE25F15FB8FDB533551A61","B8B780656E5E1CE43CD5B18CEC27BC5F417D1724CAC44BA2B46D674F2042B794","n/a"
"c:\windows\system32\ext-ms-win-shell-settingsync-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","1182AECF32E1052164CFE3291272ABD4","CAF454A17212135E18B91BD4B4ED9EBEE9AA8E14","4837D91C5A13372A1401CD29E846ED1AF001D014","DA6831849CFFE603F01CFAE5B40DF3323F44BD5DA4B55200E9E1300F0BFC48CD","58A95AD05A04E3D69D524051296F18DDC40553221F8EC53E7B3AD4153B927C34","n/a"
"c:\windows\system32\ext-ms-win-shell-shell32-l1-2-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","4DC0670101201D901FAD93243A13CBD5","BC07614321E0F3FEB5F16BC7B24DD7F9E02275B0","1FAA34935BFC865011AD1E9CB44B25740F7736DC","6B434D69468472FC5847B2B800B8D440D6FFEBDD310BF87A8792F5B63BD34C1B","DBD79E39D4C550D5E3633AF69572C4A72A25B95592CB7DA3F43A5CF9B7827A3E","n/a"
"c:\windows\system32\ext-ms-win-shell-shlwapi-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","A8D8E9CA6209E8035D04A26F11FFF635","88A52CDF0EAFE235FE09E34A2989C80BAC516662","873E80BD93D010F0A87AAC7E4143CDA389B2BAD5","114EAFD4F1830CAA01D25B55273C5EF9134D06845462A4F5BBB06A871B83A89E","F9B4AE5C7C92D2B525D3EC51C14BF3821FB5F05A3FE29AEE73A5AA9CD7C17BDC","n/a"
"c:\windows\system32\ext-ms-win-shell32-shellcom-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","26D82540B26688C1993968D5F0CA3FC6","2E8BFEF774C170676CA13853147CBC702F249B0A","7C51663277D9185B17075C4C2EBF49E871CB2DF9","A798E16C0235A73161A16FC305B20E5E95B42523131D57894A6FD44B1EDD54B8","19229DF6A4F079150C07E47F5CBA2B7D8AA0636C5D2C051BB74652FB07B4EAA9","n/a"
"c:\windows\system32\ext-ms-win-shell32-shellfolders-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","30A73A75576202AE9675F07F4F606426","E801B5B1A2D27BED6B7E0949A21B2FBF62DE8BC3","60E93A5EB6A800AB5AB3C1157ACC7596D8C508F7","EED7FEEFA91702FD57593B5CE9E37F084CFBDE25C19D34BAC6C50396AC1BDCE4","095F35E069722F0229EA3A3ACFDF205585B4E617749AEAF0EC8EC671D9195586","n/a"
"c:\windows\system32\ext-ms-win-smbshare-browser-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","ACA75725CE5E14B0801F9874E87A0228","917395C5D9D6F4E4F155A82B38D95BB9F5CA7042","46D6BC5BB4ED46872A2306DDB4E58B19FC381E1C","D7FB5285319FF5146BDAF46BBF251EC8A240E9AFE6883FE7C0C4C6FB52F7FD3B","D999FC5ED4E5BEF96AB5235168CF9C855539A3684CD593DFE89549D667F5DB77","n/a"
"c:\windows\system32\ext-ms-win-smbshare-sscore-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","E81C6D9EA7AF36331028925C1AFDE7CE","B8DDF9BA0CE4C81970C1405DFA0CB05E85FE0CCC","D1312652637E00241311233479655CAF0EBA99DC","A7CE3340EE4D6D55E9567AB9AA9B6F6AE6D0B7B97E437284974300F0A360E61D","E346E98C58E85A22C9047AAE11CC588CAFA430E81A43A5C304FDB316B56BBFA6","n/a"
"c:\windows\system32\ext-ms-win-spinf-inf-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","98FFBF5C46D9041B436D924B480F1EBA","3C592E6628A38040C53E6AB6ED83372733756D33","7164830B4B803C9A1F3763D08C56DDE49B45A5FD","E99BF9F7879E98789F6E90178BD4CA87664806876F0B24815A4807852C6B7008","A4F508738D8314D8B4087835FA9A569D1A9578DF9951D25E008DDBCFC26BE4C7","n/a"
"c:\windows\system32\ext-ms-win-storage-iscsidsc-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","43401FCF608F52B5574EB92A1DEA591F","9BFF6D505E96DB35C69CFFEF58CFC44F56944E4C","C400255D9D7776D16BA4671080A696A13087763C","759EE4CD03C9C7D60721C2DA39F187C51212B9CFC34A0450758356F0B3FC2850","A0A120BBF6F10237F44470BA013D6DBBFF99A7D439DCED829916DCF9D06E6118","n/a"
"c:\windows\system32\ext-ms-win-sxs-oleautomation-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","6A9C12A2414E03EF12304D8246B2D061","A6A0E9AEE0FE3BECC77A5428D7200DE3EF35E9FB","FB54377571D8067C461C646FF5ACFB1BD3EAEFF5","C87DD05B50800FCA8088ECEF298E520B7F9839AA4BA044F5722BDB41103837F8","ADE94869AF172EA8193AABF133261DE9939D58704BF3604BB7D00CDCF69C5F95","n/a"
"c:\windows\system32\ext-ms-win-uiacore-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","70C4B54F4F0D731495C7982477ABF660","165C7A7D42CC9B240527D61D6AE497BB4E5A32D2","278923A147BCBBC2C0196E6C4E97CE2B2451CBB1","4D73ED48FD0DC582111CF586B0118802E5E5F123CC2A62E8967E487BD3558A1C","07AFE665BB00FCF236F1CC170A280FF04A4FC4B636277C95FDF960CFA5C3B60E","n/a"
"c:\windows\system32\ext-ms-win-umpoext-umpo-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","172779B774B7F3154FFB0D2B203066A0","327E3249B54A7DAF3409E9751BB33FCDDB965C48","38307101D119A0AD6F98C5DC849D05313072A58C","A29C73749D1010C52BE1BB943036AB5905FE753C3646E8477334232244014D7C","3B262EC78FDAB67B0C45CDC121BFB0F14859B16DEE7DC86BE5C22AE10DB72144","n/a"
"c:\windows\system32\ext-ms-win-usp10-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","8543B084737989BA651B1BAD236C764D","9CF0B421F074A0386AEDAE512A907C0AEE565DFE","C4933EBBC17885E5A9A4E9CF86D067FB4F94538F","5C36481DD73BA829413F7557E8F10358389689D1CB8815ACD745D94EBC073219","B7BDFEE4693A2EF00E2D3951ED49B6E99A684667C1B25E198719306AF45EFBD2","n/a"
"c:\windows\system32\ext-ms-win-uxtheme-themes-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","EF9A944A9630D5101282AA2E7E47C3D7","E5E8E40026FA0FA456E4C42FF9345D1A18959738","9AAA282185B3B38E8737F8587060730C6F857B91","56885F4E9B35555606201D4EBA0DBEBB7A56A449872A0CCCCCAB4873EB41ED49","902DED7518A073FDC70ABDEB7B14FBE36ED93EBA35E15EEF2A26D9D370C23DBB","n/a"
"c:\windows\system32\ext-ms-win-webio-pal-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","363E3C3185AD74BB8A8AAC21A73499FC","E361ED9F50EA533A6275DA5F3D90F35402A8033D","5AC5520D872044DDCED32A1EDF1DFF666AED0BA5","E58AAB544DD81F8882CA31E1DE5EF0D1F5BB9A9832BE74DB0BCE4860ED7B5F46","B40184C990839A96DF0D2BDB453393892A51ACF588FA5CBA7207A47F048BFB49","n/a"
"c:\windows\system32\ext-ms-win-wer-reporting-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","7BB71E3172F2A8B88B6BC1660CEE2664","156401EBB050F7045229D26D2457B757DB40E13A","611882D000CD8EC9291CA511A86B26F8FC61DA06","C6262A2A1723946BC9E6962AA8326DA42D7604A8E87DD00B9B4D569E358B83C8","0589445639074F6D3B2D32DB0055FB659E294391AEC4A257C970C291E122CAC4","n/a"
"c:\windows\system32\ext-ms-win-wevtapi-eventlog-l1-1-0.dll","Signed","7:40 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","361961EFF4E135A900DABFAC932848F4","752F23BA9AB324E7F01BEF4879A99F2B7022F1E9","DF12544D0B1210AADF79838EB21B768DEF6004B3","23BA0BA47D34714F0D019B8D1F21FCB7AD45E145F351080649F7C5F38ED340E5","2197EDDC7898FD737564FCA3627ABF8C8364A4B24D9C8BEAA167E350E66B513A","n/a"
"c:\windows\system32\ext-ms-win-winbici-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","191E415FDA7EE9B70F4BB496BA64AABE","8F32DFA6324903B6DFD1EC5980CD79B7790DAA5F","B4FF06B321C855930F5FFE957D334B5BF8D8B3A4","2A2AE815EF9C98FD8313E5927101B24335D5B0189F4533485BFBC145BB9E1A6D","A7CFAAC6130DE17C0B81CEC6ABEFF88AFE50D869F4D42B249E3A5B0DD8EBF340","n/a"
"c:\windows\system32\ext-ms-win-winhttp-pal-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","8B2042F67D97BDBCBC9F692E1010025D","47D45A9BD5CC76FB1E9A5A37464A3979D149237B","28796E1C28F76BA9240A5222BEF2CD7A1EDCB336","BBB55AB0C8554451F6B325FEDE5E6DB78B111E006B26A55B04CCFD0065658B5F","4CBFB9F58ADD39A9F16032C2F9479BE503FAE2D9D5B78EA0DFAB961E8AD83C5B","n/a"
"c:\windows\system32\ext-ms-win-wininet-pal-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","AC78759CCCA2AE7C09C39E6CB706BE8E","5B7587DF32C9F69967F7CE81746BB024C81BC804","419D6D01128AF1B136A942CC2C04692B3F181B81","47E12D57DAFE21F00BAF0408C5EB5919C28904CEB1881E924AC312303B3B6C33","32EC3894100FC47ADBA030BD4271B8C81F80E99BB10E66F695BB94550354CD6E","n/a"
"c:\windows\system32\ext-ms-win-winlogon-mincreds-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","80EF6BE71391A6329B8223DDEAEDD566","64F03DA0E1F435627873703299A17B080BA853B4","865E2A207233C54C0AD63046B3A47661CF47CD84","C98587FF2F8500BB5BACD9CC5003C20C3B4796DA95BB1BEAF81947D9E8CBA428","18B5EB8C478B6C5450B65227C745F3154E80F27194D0AF5840F96C6710A33EEE","n/a"
"c:\windows\system32\ext-ms-win-winrt-storage-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","C5BCD7F187730C14B84FA7EF032EE691","9112ED1A1047616C97A9312006DDF3ADEE540821","172EAE6818B16A2D07B98A375840B07F08CC85E6","697FBC4117CE21A3E7FEB91EA1CFDD3A6E62F687E9CF8194585DF7BFE20FCAA0","92CDCFE36D29E0AF2849A3B92715C25F6F9676577E2E8FF11D958D47D9F2C424","n/a"
"c:\windows\system32\ext-ms-win-wlan-grouppolicy-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","3F568B46E5C9CF41EF72BD4AE17AE9B0","F7AF01C813B904DB453AE363AD8E2C01F0B8708E","2BF4352E0CD31EC7DB0D5E94244901D215069EE1","ED41586286BBB4F45CED64B4DDEE8C0C2EF096354F58BD68328954A59D322B82","8B8869594E981082FE7A89B4B084F61522F062D77650A565C9AFB39EA945C8FA","n/a"
"c:\windows\system32\ext-ms-win-wlan-onexui-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","6016347FEED8AC4EAD7CF0D161B80C39","E81A64C18967AB971A533B2BA2D5E7E846FF0C64","1E091B5206402BE3721A302232E027FBE0819EDB","313D73B052235CE5A242F34D158651C5A579516ED7A33024BFDAABDAB286FBFC","602DF3F6DA71B105B95AE6470D62B3EA0682F57D9073D710338D65D5D5AE8364","n/a"
"c:\windows\system32\ext-ms-win-wlan-scard-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","EFD0B1CC0246A34B77D11AEBECA0BC13","42B62A2C992C2170BA81FD3F333C541CA462559B","F26B2C0E02DA89F0EC078C8FB0BD0BB6401B97CC","1908B87CA84589960F92994793729F48A79F147437DDC9B4424323AC12DD8D0A","99F96C2D57FB6C466A87100DA8F1F2D6852EFA3C006ABEB623B37DC233FBF11E","n/a"
"c:\windows\system32\ext-ms-win-wsclient-devlicense-l1-1-0.dll","Signed","12:42 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","48DBB41C090E934DB022CEFE7BC3E2DF","B82EAE42D648F2D4813B3E1EDAF7DEC01D9FF5AD","924D100A98A6E510221803FD26943FF0ABA83230","6B6C8BDABEED52C7FB6C3A981485D70035B7B882B083DD09110093F2352A2998","1DBA0B7D3B9C444CC9CA22C627D82D73F9BCEFE466E635EEFB18B3794A3411C2","n/a"
"c:\windows\system32\ext-ms-win-wwan-wwapi-l1-1-0.dll","Signed","7:59 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","D6E5656980560E988BFF871E462C00ED","C48762EAC977FF81E903E1FF036DD92F20F7E9EE","4B884C6506321D6DF0A6EE22C7D43D58F340E6E8","E863EB21884029073980C8060F38013517FC06A6F7C476EF1C99D9B279E4D8AE","57C739C4B7ECFB592F30E09DEFBD5A5C758BD000833F560DE4A4F5E2FBB47A69","n/a"
"c:\windows\system32\ext-ms-win-xaml-controls-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","22E9AB45E149AA0D0FE3E7E903912092","63692B3223C3C5FD2C073AF52FD591C5C7AEA1BF","EB59452782EC0EC7E98D9DCA3FD048DC7D66F077","9BA0DFA8FC71AD9451BA887B67AD5634D020694FB7AAA480EA91D35CD4F913A2","3C33AD5ABB57AE002A8C8ABA2F5E08CA2CF98F54BFC7D9FB3367C22F1F8F22B8","n/a"
"c:\windows\system32\ext-ms-win-xaml-pal-l1-1-0.dll","Signed","8:00 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","ApiSet Stub DLL","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","FE6D906DD556F0E953B52115A1D73169","096194F6E99579E171DEBECC567D59D9A00B0B2B","98C1A157F975DD6E35678C37D7A8E1CBE8979B41","5EA0E4BF7ADD242B1F4644B65BC1DD9B42EF214B016DA4E1ECB2E1C5F2A26730","4536B6641F6CBBE156D3E403AE4AF4F54232C1E0A2F3A5B8FA03E76A0EFB24B9","n/a"
"c:\windows\system32\extrac32.exe","Signed","8:08 AM 8/22/2013","Microsoft Windows","Microsoft Corporation","Microsoft® CAB File Extract Utility","Microsoft® Windows® Operating System","6.3.9600.16384","6.3.9600.16384 (winblue_rtm.130821-1623)","64-bit","EFAFBBBD069CC9991516E71BDCE6CCD8","75A75BC15191FF176269A38A41FA9AFF40491130","5C3CF50DF8B5993FE53765DC472D627BE9946094","36EC45B57EAAD064AFF886EA5CB6E504F17D87E905981332B103B67D8B340FB6","F4C120A8939C8373EC1DAE261E6B745CB6CD3855BFE41ED32D441B3CD7FFBD56","D6132600E8186C080CD60C3723C35D71"
"c:\windows\system32\f3ahvoas.dll","Signed","12:19 PM 2/23/2014","Microsoft Windows","Microsoft Corporation","JP Japanese Keyboard Layout for Fujitsu FMV oyayubi-shift keyboard","Microsoft® Windows® Operating System","6.3.9600.17031","6.3.9600.17031 (winblue_gdr.140221-1952)","64-bit","09CBB2EE26F9273FB3163DC939FB1C65","896388B3CD88AA725578FAECE284103A5C635802","1A6203907BD913AB275E178C7AB8460DF706CB81","C549397FF5318CEBF0AB4821869176F3B041276CDA1F3B9FF89FED0727F86D95","D0239A3890FEB1B20665FEFFBFF0A8B89747CD4268DBF9A4C9F8CF86D8E12B5D","n/a"
